word,sentence1,sentence2,label
perdoar,Não me perdoou que fosse para Itália na época passada.,[...] uma dureza que nunca lhe foi perdoada por Cesare Fiorio [...].,1
justificar,Penso que [...] não se justificava acompanhar essa medida.,O facto de a população [...] justifica [...] o elevado número de presenças registado.,1
acertar,"Todavia, só darão por isso quando acordarem no domingo de manhã e acertarem os relógios [...].",Mais raras ainda foram as vezes em que se acertou na escolha.,0
firmar,A Clínica Europa Private Hospital firmou uma série de protocolos [...].,[...] depende do tipo de acordo que for firmado entre a UE e o Reino Unido.,1
apontar,[...] um estudo independente [...] aponta que entre as três localizações [...].,"O autarca apontou como exemplo ""o caso do senhor Barata"", que teve repercussões quase mundiais.",0
anunciar,"[...] pelo chefe do Governo, Jerzy Buzek, que lhe anunciou a restituição dos bens [...].","Queremos negociar, anunciou, acrescentando que o estado de saúde da sua mãe é delicado.",1
afinar,O motor está afinado de forma a emitir a menor quantidade possível de gases de escape.,[...] um afinador de pianos que me afinou o piano de graça!,0
gravar,[...] devendo o espectáculo ser gravado para posteriormente ser exibido pela RTP.,As manifestações dos dois sentimentos estão gravadas em provérbios [...].,1
categorizar,[...] os bombeiros [...] categorizam a gravidade dos ferimentos [...].,Quando o BLM foi categorizado em tercis.,1
apontar,[...] o SPGL aponta o facto destas escolas estarem sujeitas a praticar mensalidades máximas [...].,[...] só acedeu a entregar-se a Serafim quando um irmão dela lhe apontou uma pistola.,0
lembrar,"A única coisa de que as pessoas se lembram é de que elas queimaram ""soutiens"".",O passado português de Casamansa é lembrado [...] pelos adeptos da sua independência.,0
mexer,"Se o nosso alvo cai sem se mexer, é porque está morto.",Vanessa mexe com Miguel.,0
cair,"Os prisioneiros caíam empilhados uns sobre os outros, e havia sangue pelo chão.",Disparar contra as rochas que caem do céu?,0
conduzir,"A Orquestra Metropolitana de Lisboa, conduzida por Enrique Barrios [...].",Será então conduzido à Secretaria [...].,0
marcar,As meias-finais estão marcadas para sábado no pavilhão de Vagos.,"Paulson ficou tão impressionado [...], que marcou imediatamente um encontro com Simonov [...].",1
romper,O bolso do casaco rompeu-se?,"Entretanto, a Índia rompeu com a sua tradição [...].",0
reclamar,[...] os utentes [...] sentem que o mesmo Estado que lhes reclama o pagamento [...].,"Com muita alegria, reclamei o prémio [...].",0
demonstrar,[...] os portugueses logo lhe demonstraram as capacidades das espingardas [...].,"[...] foi ""demonstrada cientificamente"" a realidade dos códigos.",1
amenizar,Logo que se amenizem as fortes nortadas [...].,Os protestos só amenizaram quando Marçal Pina prometeu sentar no banco [...].,1
compreender,[...] nem a origem [...] nem o terror [...] podem ser compreendidos apenas pela oposição [...].,A zona lúdica [...] compreende espaços distintos [...].,0
apontar,[...] a ideia de base desenvolvida por Nunes da Silva [...] aponta para o facto de toda [...].,Foram apontados os exemplos de algumas freguesias rurais açorianas [...].,0
empregar,Richard Tomlinson foi empregado por MI6 Ingleses (serviços secretos) em setembro 1991.,"Empregou, para além disso, tons ressonantes e profundos, de forma a aumentar a densidade emotiva.",0
manietar,Os reclusos manietaram e desarmaram o guarda [...].,"O guarda de serviço, que foi manietado [...].",1
foder,Hoje foi fodida no carro em pleno dia num parque.,Porque o Adão e a Eva foderam.,0
valer,De nada valeu este esforço de leitura do jogo por parte do treinador brasileiro do Espinho.,"Quinta-feira vem ""Tess"", que valeu a Polanski uma nomeação da Academia [...].",0
faltar,"Às aulas continuam a faltar cerca de 15 crianças, por estarem ainda a recuperar da intoxicação.","[...] a Cavaco Silva ""faltou-lhe apenas ser presidente da República"".",0
confrontar,[...] a presidência britânica confrontou os países mais pobres da CE [...].,Maldonado monta um espaço [...] onde duas a duas [...] se confrontam [...].,0
indiciar,O BM considera que esta diferença não indicia nenhum decréscimo [...].,Os restantes 10 foram indiciados no decurso de investigações [...].,0
ratificar,"A declaração foi ratificada por 17 participantes, entre os quais a União Europeia.",[...] o Tratado de Amesterdão ainda não está ratificado pelos Quinze parlamentos nacionais [...].,1
combinar,Quando a respiração boca-a boca se combina com a massagem cardíaca [...].,E está combinado que os deste ano também serão televisionados.,0
condensar,O monólogo de despedida de Jon Stewart [...] foi condensado e traduzido para português.,O grande êxito do Vaticano [...] está condensado numa frase muito curta.,1
condimentar,"Além deste tempero, condimentou-se o jantar com alguma animação musical.",Toda a comida pode ser condimentada com ervas e especiarias [...].,1
estimar,Alguns observadores estimam que a situação política nacional se apresenta como um barril [...].,O custo total do empreendimento está estimado em mais de 600 mil contos.,0
personificar,Um deles é personificado pela Mitsubishi [...].,[...] a luta anti-nazi parece estar personificada na figura de Brian Donlevy [...].,1
contestar,"E Lyndon Johnson, cuja presidência foi muito contestada [...].","[...] na Suíça, ninguém contestou o facto de o desenvolvimento de uma vacina [...].",1
colher,"Não, a hipótese, definitivamente, não colhe.",Lisete Pacheco Almeida Silva [...] foi colhida mortalmente por um comboio [...].,0
proibir,O cartaz do Carnaval de Loulé foi proibido de ser publicitado nos écrans das caixas multibanco.,O Banif está proibido de conceder crédito [...].,1
conceber,"Desagradado [...], quer saber em que noite a criança foi concebida.","Os ""Fados d'Aquém e d'Além-Mar"" que João Braga concebeu para o Centro Cultural [...].",1
agradar,"A mim, a eficiência sempre me agradou.",Não agradou aos réus a sentença ontem proferida pelo Supremo Tribunal de Justiça (STJ).,1
assinalar,Duas mil crianças foram internadas e pelo menos dois casos mortais foram assinalados desde 1992.,"E, apesar de a armação estar bem assinalada, [...].",0
implicar,Tal condição implica que a eventual cadeia privada se mantenha na linha cultural [...].,E o facto de terem usado [...] não implica que tenhamos de conceder [...].,1
combinar,[...] a imaginação com que os ingredientes musicais são combinados por Passos [...],As duas coisas não combinam se queremos ter um pouco de paz de espírito.,1
cultivar,Embora os agricultores iemenitas continuem a cultivar os seus campos [...].,"Quando Colombo chegou ao Novo Mundo, a batata doce era cultivada nas Índias Ocidentais.",1
qualificar,O campeão [...] não se conseguiu qualificar para as 500 Milhas de Indianápolis deste ano.,"[...] as suas dificuldades operacionais foram qualificados como ""uma vergonha"" [...].",0
cumprir,Mas a Europa rica terá agora de cumprir  as promessas de auxílio [...].,"Ou seja, em dez anos, nunca a Lei dos Serviços de Informações foi integralmente cumprida [...].",1
encarar,[...] o Ministério encara vender todo o sistema do Metro [...].,"Para já, a participação da TAP é encarada como uma ""ideia a desenvolver"".",0
declarar,[...] o tema lhe fora inspirado por uma aluna que lhe declarara a intenção [...].,Um jornalista da Antara [...] disse [...] que este lhe declarou que era bem alimentado [...].,1
agasalhar,"O meu bebé está agasalhado, mas tem os pés e as mãos gelados.",O nosso director recorda saudosamente o revestimento capilar que já lhe agasalhou o crânio.,1
classificar,Ramalho Eanes [...] classificou o trabalho dos jovens João Ferraz e Gil Maia.,[...] embora estes não possam receber medalhas se se classificarem nos três primeiros lugares.,0
propor,"Culinária lisboeta adaptada ao ""comedor moderno"" é o que propõe o restaurante-bar [...].","[...] faça um seguro que lhe garanta uma renda, propõe a Império.",1
depreciar,"O único que se mantém na ribalta é Álvaro Cunhal, cuja acção continua a ser fortemente depreciada.","A quebra registada ontem pelo índice Nikkei, da Bolsa de Tóquio, que se depreciou 0,98%.",0
compor,"Recentemente compôs o álbum ""António Brasileiro"" [...].",Bert compôs a gravata de riscas azuis e vermelhas.,0
reconhecer,"A família pesa muito, reconhece o sociólogo Amando de Miguel.",Defende que devem ser automaticamente reconhecidos como licenciados [...].,0
identificar,Os seus torturadores queriam [...] que fossem identificados todos os outros [...].,[...] no PS português há políticos que se identificam com o socialismo [...].,0
questionar,[...] McGwire encolheu-se quando o questionavam sobre os efeitos imediatos da proeza [...].,Jean-François Girard questionou um grupo de especialistas acerca da conveniência [...].,1
banco,"Foi investigado por estuprar a jovem de 19 anos, entrando no banco de trás da viatura junto com a vítima.",A carrinha continha um esconderijo de armas e munições no banco do passageiro dianteiro.,1
forçar,[...] confessou que também tinha sido forçada a ter relações sexuais contra a sua vontade. ,Aquando das mudanças estes forçaram a porta do elevador riscando e avariando a mesma.,0
regalar,Na quarta-feira de cinzas as almas das três manas Marques estão regaladas [...].,"Mas se a claque de António Taveira, que se regalou com o diálogo [...].",1
apontar,O diplomata aponta erros dos dirigentes do seu país na questão angolana.,"O autarca apontou como exemplo ""o caso do senhor Barata"", que teve repercussões quase mundiais.",0
furtar,João fez um assalto ao castelo do Gigante e furtou uma galinha que punha ovos de ouro e ficou rico.,"A Fátima Costa furtou-lhe ""uma caixa de joias"", diz, entre outras coisas.",1
invadir,Faz hoje 16 anos que a Indonésia invadiu Timor-Leste.,O Panamá de Noriega estava invadido por repórteres [...].,1
burro,O burro carrega sacos de farinha.,Preciso de levar o meu burro ao veterinário.,1
declarar,[...] o tema lhe fora inspirado por uma aluna que lhe declarara a intenção [...].,[...] a embarcação de Tapie [...] foi declarada para utilização comercial [...].,0
bola,"O controlo da bola era agora do FC Porto, embora as oportunidades aparecessem junto das duas balizas.",A capacidade para roubar a bola ao adversário é o seu melhor trunfo.,1
apinhar,Impelido por uma multidão que se apinhava dentro da sede de candidatura [...].,[...] uma congregação que apinhou o recinto destinado ao culto.,0
algemar,"[...] o assaltante, [...] dominou e algemou as quatro pessoas presentes e saiu com as jóias.",Saibam que estamos agora algemados dentro do carro.,1
salientar,"Salientou também que o número de prisioneiros, civis e militares, ""é de quatro dígitos"" [...].","Para quem, como Cavaco, faz questão em salientar a necessidade de um desempenho [...].",1
licenciar,"Em alguns terrenos, a Câmara licenciou, há alguns anos, um hotel ligado ao grupo Grão-Pará.",Veio para Lisboa em 1962 onde se licenciou em Filosofia.,0
potenciar,As secas dos últimos anos vieram potenciar negativamente estes valores.,"As instituições bancárias [...], potenciando que os segmentos [...] escolham níveis [...].",1
arreganhar,Lou Reed volta a arreganhar os dentes [...].,"E todo se arreganha, descortina os dentes.",1
relatar,"O diário alemão ""Das Bild"" relatava ontem incidentes violentos [...].",Sarkissian diz que o incidente lhe foi relatado por dois oficiais do Exército [...].,1
rebaixar,"A situação já foi remediada, a piscina foi rebaixada, mas a obra pouco tem crescido.",[...] os ligamentos são demasiado frouxos e a curva do pé fica rebaixada.,1
compensar,"Em troca, os operadores vão dar [...] para compensar os trabalhadores da perda destas regalias.",Saiba se lhe compensa mais comprar um carro a gasolina ou a gasóleo.,0
cumprir,Os cidadãos condenados a cumprir prisão [...].,[...] estão cumpridas todas as formalidades legais [...].,1
constranger,Mas o Governo indonésio está constrangido pela força do poder militar.,"Mesmo que, para isso, tenha de se constranger [...].",1
calhar,A Anthony Perkins calhou um dos mais sombrios psicopatas [...].,E calhou exactamente dentro de um gene dos próprios ratinhos [...].,0
frisar,"A ministra das Finanças frisou que a Europa revela o seu ""melhor"" quando é confrontada [...].",[...] foi frisado que a regionalização avançada constituía um importante ponto de viragem [...].,1
extorquir,"À jovem sacaram 6500 escudos em dinheiro, que lhe extorquiram da carteira.","Algum dinheiro de ""protecção"" é extorquido de negócios [...].",1
atender,O tribunal atendeu às razões de Manuel Souzêdio [...].,Perguntei então à dita funcionária que atendeu o telefone se achava razoável [...].,0
bastar,[...] basta que não percamos mais [...].,Basta o facto de não ter o mundo material adequado à sua tendência.,1
notar,"Fontes diplomáticas [...] notam que para já estas são apenas ""disputas"" [...].",Menos notado terá sido porém o facto de o parecer [...] implicar uma reformulação [...].,1
desviar,"Inicialmente, os arguidos terão desviado parte das drogas [...].",Através dessa conta paralela terão sido desviadas verbas [...].,1
apontar,[...] o SPGL aponta o facto destas escolas estarem sujeitas a praticar mensalidades máximas [...].,Pascal Lamy [...] foi já apontado por diversas vezes como ministeriável em França [...].,0
ordenar,"Dá-me o dinheiro, ordenou este a um dos funcionários do banco [...].",[...] com as vozes que lhe ordenavam libertar a França do jugo inglês.,1
afivelar,O homem passou-lhe as correias à volta da cabeça e afivelou-as na nuca.,O top foi afivelado como uma lata triturada.,1
transferir,A GNR conseguiu iludir a multidão e transferir o réu do Tribunal para o posto da guarda [...].,[...] Spoxton e Lord transferiram a Aardman para Bristol [...].,1
impor,O que se impõe é encarar um modo de transporte sobre carril adequado [...].,"[...] o montante máximo da coima prevista, impõe a Lei das Coimas [...].",0
frisar,[...] foi frisado que a regionalização avançada constituía um importante ponto de viragem [...].,Foi frisado nesta carta o facto de o Governo ter proposto entregar à PSML a gestão [...].,1
bombear,[...] tendo os bombeiros sido obrigados a intervir para bombear a água de volta ao mar.,[...] parte da água [...] será bombeada a partir da barragem [...].,1
vaticinar,Em Lisboa assistiu-se áquilo que vinha sendo vaticinado [...].,[...] tal como lhes foi unanimemente vaticinado [...].,1
dedicar,"Em Castelgandolfo, o Papa dedicará o seu tempo a ler e a passear e evitará as audiências habituais.",[...] merecerão um estudo menos ligeiro do que aquele que lhe tem sido dedicado.,0
avançar,A informação foi avançada no fim-de-semana [...].,Pennellatore avança que a libertação dos flutuadores foi causada pelo rompimento dos cabos [...].,1
depor,O Presidente [...] foi deposto em Setembro de 1991 [...].,"Só ontem 200 soldados terão deposto as armas, o que não foi desmentido por Tbilissi.",0
negar,[...] Mira Amaral nega que haja atrasos [...].,Também ficou com má impressão de um comerciante porque lhe negou um copo de água.,0
contestar,"E eu tenho passe, contestou José Timóteo.","Isto é, o BCP não contesta a decisão do Governo [...].",0
legalizar,O autarca considerou ainda que legalizar os arrumadores é perigoso [...].,O pior é que a nova divisão nunca foi legalizada pela autarquia.,1
lembrar,"A única coisa de que as pessoas se lembram é de que elas queimaram ""soutiens"".",[...] a não ser quando lhe lembra o episódio falhado do contentor para o Brasil.,0
aplaudir,"O que o senhor Presidente da República disse, disse muito bem, aplaudiu Marcelo Rebelo de Sousa.",[...] a Associação Sócio-Profissional da Polícia aplaudiu a decisão.,1
projetar,"Foi fundado em 1768, tendo sido projetado por um botânico italiano, Domingos Vandelli.","A explosão resultante projetou a barra [...] contra o seu crânio, a alta velocidade.",0
repartir,As juntas de freguesia repartirão estes produtos pela população [...].,O segundo lugar do torneio é repartido pelo inglês [...] e pelo irlandês [...].,1
convencer,[...] o cidadão em geral ainda não se convenceu da necessidade absoluta [...].,"[...] o que permite convencer os ""miúdos"" de que essas linhas deixaram de servir.",0
cobrir,"Os gastos, dizem os organizadores, serão todos cobertos pelos lucros.",A minha égua foi coberta por um garanhão durante o cio.,1
especular,Tem sido especulado que terá lugar no primeiro semestre deste ano [...].,O jornal não especula se isso vai acontecer [...].,1
perdoar,O genuíno povo nunca perdoou ao Concílio Vaticano II acabar com a missa em latim [...].,"[...] ""aquela gente"" não lhe perdoara o facto de ter apoiado o adversário [...].",1
afundar,Fez agora 50 anos que o exército japonês afundou o barco de guerra norte-americano [...].,Há muito que se afundou num buraco escuro.,1
contrapor,"O nosso objectivo é [...], contrapôs David Davis.","[...] a nota [...] contrapõe o ""abundante noticiário"" [...] ao facto de não ter havido [...].",1
refletir,"O Setúbal está dependente do resultado do U. Leiria e do U. Madeira, reflecte Águas [...].",O facto de estarmos perante o Tribunal leva-nos [...] a reflectir sobre a justiça militar em si.,1
viciar,As companhias garantem que não há qualquer adição para viciar os fumadores .,As eleições foram viciadas com certeza.,0
sussurrar,O vidente sussurrou ao acólito [...].,[...] alguém [...] lhe sussurrava [...] os adjectivos da ordem.,1
menosprezar,"Menosprezava os monárquicos, embora se fizesse simpatizante da sua causa.","Este período de ""60 dias"" não pode ser menosprezado em todo o processo.",1
responsabilizar,O padre que se responsabilizou por eles falou nisso comigo ao telefone [...].,[...] a ETA já tinha sido responsabilizada por um atentado [...].,1
saudar,Esta inversão da tendência é para ser saudada com entusiasmo vigilante.,O Presidente Vytautas Landsbergis saudou o facto de Mikhail Gorbatchov ter aceite [...].,1
encomendar,A companhia aérea espanhola Air Europa encomendou 10 aviões [...].,"Kol Nidre é uma obra anterior, que foi encomendada por um rabi [...].",1
suturar,Maria Cecília Cardoso foi suturada com 20 pontos no Hospital S. Francisco Xavier.,Artur queixou-se ontem por três vezes da ferida que foi suturada com seis pontos.,1
comover,"Mas a Refundação não se comoveu, e o primeiro-ministro italiano pediu a demissão.","[...] o que nos comove não são os ""fumozinhos [...]"" mas o facto de a televisão ser capaz [...].",1
auscultar,Ninguém ficou chocado ao ver uma médica auscultar o peito despido de um homem [...].,[...] cujos líderes serão auscultados no sentido da marcação de uma reunião [...].,0
despedir,[...]  Toussaint escolheu juntar-se quando se despediu de Art Blakey [...].,Oceano [...] estava em fim de contrato e foi despedido por comunicado.,0
motivar,A Ferrari conseguiu [...] um resultado que motiva toda a equipa.,A passagem da convocatória [...] foi motivada pelo facto de a discussão se arrastar [...].,0
acertar,"[...] os dois países acertaram os ""timings"" da libertação das águas.",[...] cujo plano já está acertado com a Câmara de Lisboa [...].,1
arrefecer,A ausência das duas personagens em carne e osso não arrefece o entusiasmo de quem assiste [...].,E nem uma inconveniente falha do microfone [...] arrefece a garra do artista.,1
fechar,[...] os tribunais estão fechados.,"Em dois anos, as fábricas que não fecharam [...].",1
aboletar,Mais tarde desceu a Geraz do Minho e aboletou-se no Solar de Berredo.,"A empresa aboletou-se com o dinheiro e simplesmente fechou portas, ficando a dever aos professores.",0
convencer,[...] criará dificuldades à FIDE para convencer Manchester a acolher uma falsa final [...].,"Mas, é verdade, estava completamente convencido de que o PSD iria ganhar [...].",0
disputar,[...] um jogo que será disputado em terreno neutro.,"[...] a ""pole position"" [...] que se disputa amanhã no circuito da Catalunha.",1
endireitar,"Para provar que não tinha problemas de visão, endireitou as costas a um voluntário [...].","Com um pequeno esforço dos serviços municipais, as placas poderiam ser endireitadas [...].",1
corporizar,Essa política económica era corporizada pelo dr. Sousa Gomes.,"É essa ""unidade"" aquilo que corporiza a vontade de Sampaio de se tornar numa figura consensual.",1
afiar,[...] o apetite estava afiado e afinal há sempre um bom restaurante por perto com serviço fiável.,"A faca está afiada? ""Sim, chefe.""",1
privilegiar,É privilegiado o estabelecimento do contacto dos estudantes [...].,ANA privilegia Lisboa e faz desconto nas taxas aeroportuárias.,0
atrasar,Esta manobra [...] foi suficiente para atrasar Berger.,Três das coristas estão atrasadas [...].,1
guiar,[...] o pior é que tenho de me guiar pelas notas [...].,O Presidente da República foi guiado de quadro em quadro por Resende [...].,0
ajustar,Depois ajustarão os nomes e submetê-los-ão ao presidente do partido.,"[...] sustenta-se que ""o grau de dificuldades estava [...] ajustado ao programa aprovado"".",0
negar,Acho que aos idosos não devia [...] ser-lhes negado o direito a envolverem-se na política [...].,Américo Amorim negou ao Público que tivesse qualquer intenção de alienar a sua participação [...].,0
aconselhar,Há situações em que o árbitro está aconselhado a interromper o jogo.,"Franco Cervi aconselhou-se junto de ""muitas pessoas"" antes de decidir.",0
impor,[...] Enver Hoxha [...] impôs um regime estalinista [...].,As salas das Amoreiras receberam dinheiro do Estado e nada lhes foi imposto.,1
informar,"[...] fomos informados de que ""o caso estava com o subsecretário [...]"".","O Ministério das Finanças, contactado pelo Público, escusou-se a informar sobre o assunto.",1
advertir,Martin Juergens já advertiu Hope do abuso cometido e das sanções legais em que incorre se [...].,"É preferível concertação de soluções, advertiu.",1
impedir,[...] nunca impediu [...] qualquer programa de ir para o ar [...].,[...] o facto de o encerramento [...] impede [...] a presença de [...] juristas [...].,0
confiar,[...] a dupla missão [...] foi confiada pelo Estado à empresa [...].,Distribuídas por todo o território e cumprindo as missões que a pátria lhe confiou [...].,0
empedrar,"Por sua vez, a testemunha [...] abriu e empedrou o caminho [...].",Como grande parte do percurso está empedrado [...].,1
deprimir,A realização de mais-valias deprimiu o segmento accionista da Bolsa de Tóquio [...].,"O suicídio indica que deveria estar profundamente deprimido"", disse um psiquiatra ao ""Independent"".",1
caucionar,"Paulo Reis, que foi caucionado em 15 mil patacas [...].",Parte destas taras e vasilhame estão caucionadas por clientes [...].,1
soletrar,Em 29 de Setembro soletrava as palavras há muito aguardadas pelos seus fãs.,"No íntimo e na voz de muitos, os nomes foram soletrados [...].",1
emparelhar,Luís Filipe Vieira e Bruno de Carvalho foram emparelhados.,"[...] representou o Benfica no sorteio, que emparelhou o seu clube com o Belenenses [...].",1
descansar,[...] Nélson descansou os boavisteiros desviando para dentro da baliza um cruzamento de Nelo [...].,Nessa altura foi simplesmente aconselhado a descansar e a seguir uma dieta.,0
correr,[...] na Alemanha também quiseram correr com Helmut Kohl [...].,Mas o assaltado não se conformou e correu atrás do ladrão até o que apanhar.,1
fragilizar,"Porém, a sua ausência fragiliza e estigmatiza a capacidade de inserção profissional [...].",O que fragilizou o partido [...] foi o facto de nenhum dos candidatos [...] ter aceitado avançar.,1
clarificar,"Têm que ser os eleitores a decidir quem vai gerir as regiões e não o Governo, clarifica.",[...] caso o estatuto político das repúblicas se clarifique nas próximas semanas.,1
receitar,"Há-de passar com a idade, receitavam.",[...] o Rui voltou mais tarde a experimentar novos medicamentos que ali lhe foram receitados.,1
deduzir,[...] o que as pessoas deduziram da frase foi que havia cada vez mais mulheres a conduzir camiões.,As quantias aplicadas [...] poderão ser deduzidas do rendimento tributável em IRS.,0
mostrar,"É como um rio que aí vai debaixo, mostra o empresário com um gesto de mão abrangente.",[...] dez fossas [...] foram mostradas a grupos de jornalistas [...].,0
aconselhar,"[...] o juiz aconselhou o divórcio, para evitar futuros incidentes.","Há uma óptima em Londres, a Number One, em Charing Cross Road, aconselha João Barreiros, [...].",1
dar,"Levantando os olhos, deu com o outdoor profusamente iluminado.","Ana deu a capa da Fugas ao Rio, a Fugas deu-lhe o prémio.",0
rematar,Depois de rematar a costura dobramos a fita viés de modo a fazer um ângulo de 45º.,Morrissey rematou o recado [...] exprimindo o desejo [...].,0
comprovar,"[...] embora seja difícil comprovar se houve ""inside trading"".","[...] desenvolveu-se uma grande amizade, comprovada pelo facto de Buckley ter sido padrinho [...].",1
hegemonizar,"Com o pós-guerra, vitória da URSS, são eles que hegemonizam a oposição.","Também houve uma sectarização da ""Seara Nova"", que foi hegemonizada pelo PCP.",1
agrilhoar,[...] dois criados [...] agrilhoaram-me com minhas duas companhias.,"[...] umas vezes porque [...], outras porque se agrilhoa nas vicissitudes de presidente [...].",1
bramir,"Seria bom que todos os radicais sul-africano pensassem nisto, antes de bramirem as suas soluções.","[...] o estado de graça está a acabar, bramiu Monteiro [...].",0
atender,Perguntei então à dita funcionária que atendeu o telefone se achava razoável [...].,O telefone é atendido por um voluntário [...].,1
avistar,[...] já os ciclistas avistavam o Monte da Senhora da Graça [...].,[...] um rasto da sua cauda foi avistado na atmosfera de Júpiter.,1
destacar,"Por outro lado, o director-geral destaca o facto de Portugal ser o único país [...].",Também se tem destacado em 10 mil metros [...].,0
assombrar,[...] o número crescente de assassinatos que assombram Juarez [...].,Sabe que o nono andar do seu hotel está assombrado pelo fantasma de Montgomery Clift? ,1
contribuir,O facto de ter subscrito um abaixo-assinado [...] contribuiu para a sua escolha?,[...] para o facto de não se encontrar uma solução [...] também contribuiu o facto de a Liga [...].,1
declarar,[...] 25 estados da União Indiana e a capital Nova Deli declararam alerta sanitário [...].,"[...] Ieltsin declarou [...] que ""a Rússia está perto da estabilidade [...]"".",1
transcender,"Visto que o problema me transcendia, tentei recuar [...].","A revolta pela injustiça mexeu com o brio dos jogadores, que se transcenderam.",1
habitar,[...] na casa que habita  [...] não deixa ninguém fumar porque isso o incomoda.,"Em Brusnik, apenas uma casa está habitada.",1
sugerir,A França sugeriu nomeadamente associar as tropas [...].,"É o último degrau, sugere, graficamente, o político catalão.",0
criar,Será igualmente criada uma linha telefónica [...].,Na origem [...] está o facto de o homicida ser filho de uma mulher que foi criada pela vítima.,0
amenizar,"E, como convém a um produto que interessa vender [...], amenizava a questão dos direitos humanos.",Se a qualidade estética [...] pode ser amenizada pelo facto de [...].,1
trocar,"Para a segunda parte, Quinito trocou Fua por Quinzinho [...].",[...] as fechaduras dos apartamentos foram trocadas.,1
entender,"Carecem de actos complementares [...], entendem os vereadores do PSD.","Nem a admitir o fracasso, israelitas e palestinianos se entendem.",0
complementar,"Licenciado em Engenharia Eletrotécnica [...], complementou esta formação com um MBA.",[...] o rigor científico é complementado com a poética [...].,1
contestar,O governante insular contesta que tal disposição tenha sido aplicada na Madeira [...].,O facto de membros [...] é igualmente contestado no processo.,0
antecipar,[...] Francisco Assis [...] antecipou a reunião da bancada que estava marcada para a noite.,[...] o jogo União da Madeira-FC Porto foi antecipado para amanhã [...].,1
triunfar,"[...] os ""encarnados"" necessitaram de um prolongamento [...] para triunfarem [...] sobre o Abc.","Ao triunfar [...] contra o Espanyol, o Atlético de Madrid deu mais um passo [...].",1
prejudicar,[...] o facto de a maioria dos acusados permanecer em liberdade prejudicou a sua credibilidade.,[...] o seu cliente está a ser prejudicado pelo facto de a vítima ser de nacionalidade estrangeira.,1
domar,[...] o homem recorre a métodos violentos para domar a noiva [...].,Tenho que domar dois falcões [...].,1
escrever,"Duas luvas parecia-me muito vulgar, escreveu Jackson na sua autobiografia.",Rent [...] foi escrito por John Larson.,0
torpedear,Mas a solução tem já adversários que ameaçam torpedear o trabalho de Havana.,"Da dúzia de navios [...], dois foram torpedeados pela marinha de guerra alemã.",1
aldrabar,A conclusão óbvia é que Pacheco Pereira [...] aldrabou os factos [...].,O único senão foi o facto de termos sido aldrabados [...].,0
augurar,Mas o que aconteceu na passada semana não augura nada de bom.,A sua regularidade augura um grande salto [...].,1
fiar,Uma colega minha fiou-se na médica de familia.,Tratava dos animais e fiava o linho.,0
aventar,Uldurico Pinto não quis aventar hipóteses sobre a autoria do atentado [...].,"No entanto, a ideia, aventada por alguns produtores, [...]",1
seviciar,"Por exemplo, as que proibiam seviciar prisioneiros [...].",Foi maltratada e seviciada por milicianos sérvios [...].,1
orientar,"Depois, isolou-se e teve de se orientar só por si .",[...] orientou a sua actividade para a dinamização da vida cultural [...].,0
interpretar,Interpretou também papéis no cinema [...].,Não quer fazer nada que possa ser interpretado como estando a virar-lhe as costas.,0
afiançar,"É um dos melhores treinadores portugueses, afiança o presidente da comissão.","Também ao nível dos efectivos, foi afiançado que não prosseguirão com uma política de redução.",1
cansar,"A gravação não começa bem; talvez por ser a última, talvez por estar cansado.","[...] um eleitorado que se cansou da ""grande coligação"" e da falta de debate político.",0
traduzir,"Têm uma acção muito limitada no terreno, que se traduz no facto de os estragos aparecerem [...].",[...] Fernando Pinto do Amaral [...] traduziu a obra [...].,0
concordar,[...] tanto Rui Viana como Guilherme Vilaverde concordam em considerar que [...].,[...] o sujeito e o verbo concordam independentemente da posição do sujeito.,1
contabilizar,Todos os estragos feitos ao longo dos festejos [...] estão a ser contabilizados [...].,"[...] e os 13 das assembleias de freguesia, contabilizou o presidente [...].",0
privilegiar,A Sociedade privilegia a relação com o cliente [...].,"[...] ele foi privilegiado desde o projeto e construção, até aos acabamentos e equipamentos.",1
dilatar,"A Tailândia e a Malásia [...], que lhes permite dilatar a abolição de direitos aduaneiros até 2005.",[...] a uma mão cheia de defesas para que a vantagem não se dilatasse.,1
habituar,[...] ao talento dele já nós estávamos habituados há muitos anos.,"[...] os professores mais antigos, que nunca foram habituados a fazer greve  [...].",1
torcer,[...] o piloto finlandês estava a torcer por uma corrida com chuva [...].,[...] 50 por cento dos sinais de trânsito estão torcidos [...].,0
admitir,"O general admitiu que vários dos seus interlocutores levantaram a questão de Timor,",Só serão admitidos homens com mais de 20 anos [...].,0
esquecer,[...] gostaria que não fosse esquecido que os universitários estão a defender [...].,[...] o novo primeiro-ministro se esqueceu de que já está a governar [...].,0
cardar,Processo referente a uma máquina a vapor para cardar fazendas.,A elas cabia[...] cardar [...] a lã ficar pronta para ser tricotada.,1
transmitir,Os retalhistas acabarão por transmitir essa sua preocupação aos fabricantes.,[...] 25 por cento das mulheres [...] transmitem o vírus aos seus bebés [...].,0
abrir,"Em 1975, Carlos Alberto [...] abriu uma carta assinada pelo então primeiro-ministro [...].","O Pavilhão está aberto semanalmente, exceto nos dias fixados no número seguinte.",1
